benchmark,task_column,task_id,representativeness_score,leave_one_out_aggregate_correlation,useful_representativeness_score,mean_abs_similarity_to_peer_tasks,difficulty_tier,task_score,observed_mean,observed_std,strength_correlation
humanevalfix,humanevalfix/python-100,python-100,0.9831291664264071,0.9828694322770446,0.14274888535144994,0.9209226306617495,saturated,0.9625,0.9625,0.1452368754827781,0.8073626619239593
humanevalfix,humanevalfix/python-11,python-11,0.9831291664264071,0.9828694322770446,0.14274888535144994,0.9209226306617495,saturated,0.9625,0.9625,0.1452368754827781,0.8073626619239593
humanevalfix,humanevalfix/python-78,python-78,0.9831291664264071,0.9828694322770446,0.14274888535144994,0.9209226306617495,saturated,0.9625,0.9625,0.1452368754827781,0.8073626619239593
humanevalfix,humanevalfix/python-111,python-111,0.9831291664264071,0.9828694322770446,0.14274888535144994,0.9209226306617495,saturated,0.9625,0.9625,0.1452368754827781,0.8073626619239593
humanevalfix,humanevalfix/python-77,python-77,0.9831291664264071,0.9828694322770446,0.23791480891908323,0.9209226306617495,easy,0.9375,0.9375,0.2420614591379635,0.8073626619239593
humanevalfix,humanevalfix/python-76,python-76,0.9831291664264071,0.9828694322770446,0.14274888535144994,0.9209226306617495,saturated,0.9625,0.9625,0.1452368754827781,0.8073626619239593
humanevalfix,humanevalfix/python-73,python-73,0.9831291664264071,0.9828694322770446,0.14274888535144994,0.9209226306617495,saturated,0.9625,0.9625,0.1452368754827781,0.8073626619239593
humanevalfix,humanevalfix/python-25,python-25,0.9831291664264071,0.9828694322770446,0.14274888535144994,0.9209226306617495,saturated,0.9625,0.9625,0.1452368754827781,0.8073626619239593
humanevalfix,humanevalfix/python-4,python-4,0.9831291664264071,0.9828694322770446,0.14274888535144994,0.9209226306617495,saturated,0.9625,0.9625,0.1452368754827781,0.8073626619239593
humanevalfix,humanevalfix/python-60,python-60,0.9831291664264071,0.9828694322770446,0.14274888535144994,0.9209226306617495,saturated,0.9625,0.9625,0.1452368754827781,0.8073626619239593
humanevalfix,humanevalfix/python-126,python-126,0.9831291664264071,0.9828694322770446,0.14274888535144994,0.9209226306617495,saturated,0.9625,0.9625,0.1452368754827781,0.8073626619239593
humanevalfix,humanevalfix/python-99,python-99,0.983129166426407,0.9828694322770446,0.09516592356763329,0.9209226306617493,saturated,0.975,0.975,0.0968245836551854,0.8073626619239592
humanevalfix,humanevalfix/python-8,python-8,0.983129166426407,0.9828694322770446,0.09516592356763329,0.9209226306617495,saturated,0.975,0.975,0.0968245836551854,0.8073626619239592
humanevalfix,humanevalfix/python-57,python-57,0.983129166426407,0.9828694322770446,0.09516592356763329,0.9209226306617493,saturated,0.975,0.975,0.0968245836551854,0.8073626619239592
humanevalfix,humanevalfix/python-96,python-96,0.983129166426407,0.9828694322770446,0.09516592356763329,0.9209226306617495,saturated,0.975,0.975,0.0968245836551854,0.8073626619239592
humanevalfix,humanevalfix/python-61,python-61,0.983129166426407,0.9828694322770446,0.09516592356763329,0.9209226306617493,saturated,0.975,0.975,0.0968245836551854,0.8073626619239592
humanevalfix,humanevalfix/python-84,python-84,0.983129166426407,0.9828694322770446,0.19033184713526657,0.9209226306617493,easy,0.95,0.95,0.1936491673103708,0.8073626619239592
humanevalfix,humanevalfix/python-63,python-63,0.983129166426407,0.9828694322770446,0.09516592356763329,0.9209226306617493,saturated,0.975,0.975,0.0968245836551854,0.8073626619239592
humanevalfix,humanevalfix/python-75,python-75,0.983129166426407,0.9828694322770446,0.09516592356763329,0.9209226306617493,saturated,0.975,0.975,0.0968245836551854,0.8073626619239592
humanevalfix,humanevalfix/python-43,python-43,0.983129166426407,0.9828694322770446,0.09516592356763329,0.9209226306617495,saturated,0.975,0.975,0.0968245836551854,0.8073626619239592
humanevalfix,humanevalfix/python-44,python-44,0.983129166426407,0.9828694322770446,0.09516592356763329,0.9209226306617493,saturated,0.975,0.975,0.0968245836551854,0.8073626619239592
humanevalfix,humanevalfix/python-47,python-47,0.983129166426407,0.9828694322770446,0.09516592356763329,0.9209226306617493,saturated,0.975,0.975,0.0968245836551854,0.8073626619239592
humanevalfix,humanevalfix/python-80,python-80,0.983129166426407,0.9828694322770446,0.19033184713526657,0.9209226306617493,easy,0.95,0.95,0.1936491673103708,0.8073626619239592
humanevalfix,humanevalfix/python-52,python-52,0.983129166426407,0.9828694322770446,0.19033184713526657,0.9209226306617495,easy,0.95,0.95,0.1936491673103708,0.8073626619239592
humanevalfix,humanevalfix/python-7,python-7,0.983129166426407,0.9828694322770446,0.09516592356763329,0.9209226306617495,saturated,0.975,0.975,0.0968245836551854,0.8073626619239592
humanevalfix,humanevalfix/python-6,python-6,0.983129166426407,0.9828694322770446,0.19033184713526657,0.9209226306617495,easy,0.95,0.95,0.1936491673103708,0.8073626619239592
humanevalfix,humanevalfix/python-5,python-5,0.983129166426407,0.9828694322770446,0.09516592356763329,0.9209226306617493,saturated,0.975,0.975,0.0968245836551854,0.8073626619239592
humanevalfix,humanevalfix/python-50,python-50,0.983129166426407,0.9828694322770446,0.09516592356763329,0.9209226306617493,saturated,0.975,0.975,0.0968245836551854,0.8073626619239592
humanevalfix,humanevalfix/python-86,python-86,0.983129166426407,0.9828694322770446,0.19033184713526657,0.9209226306617495,easy,0.95,0.95,0.1936491673103708,0.8073626619239592
humanevalfix,humanevalfix/python-59,python-59,0.983129166426407,0.9828694322770446,0.09516592356763329,0.9209226306617493,saturated,0.975,0.975,0.0968245836551854,0.8073626619239592
humanevalfix,humanevalfix/python-21,python-21,0.983129166426407,0.9828694322770446,0.19033184713526657,0.9209226306617493,easy,0.95,0.95,0.1936491673103708,0.8073626619239592
humanevalfix,humanevalfix/python-98,python-98,0.983129166426407,0.9828694322770446,0.09516592356763329,0.9209226306617493,saturated,0.975,0.975,0.0968245836551854,0.8073626619239592
humanevalfix,humanevalfix/python-127,python-127,0.983129166426407,0.9828694322770445,0.09516592356763327,0.9209226306617493,saturated,0.975,0.975,0.0968245836551854,0.8073626619239592
humanevalfix,humanevalfix/python-124,python-124,0.983129166426407,0.9828694322770445,0.19033184713526655,0.9209226306617493,easy,0.95,0.95,0.1936491673103708,0.8073626619239592
humanevalfix,humanevalfix/python-134,python-134,0.983129166426407,0.9828694322770446,0.09516592356763329,0.9209226306617493,saturated,0.975,0.975,0.0968245836551854,0.8073626619239592
humanevalfix,humanevalfix/python-12,python-12,0.983129166426407,0.9828694322770445,0.09516592356763327,0.9209226306617493,saturated,0.975,0.975,0.0968245836551854,0.8073626619239592
humanevalfix,humanevalfix/python-135,python-135,0.983129166426407,0.9828694322770446,0.19033184713526657,0.9209226306617493,easy,0.95,0.95,0.1936491673103708,0.8073626619239592
humanevalfix,humanevalfix/python-137,python-137,0.983129166426407,0.9828694322770446,0.09516592356763329,0.9209226306617493,saturated,0.975,0.975,0.0968245836551854,0.8073626619239592
humanevalfix,humanevalfix/python-138,python-138,0.983129166426407,0.9828694322770446,0.19033184713526657,0.9209226306617493,easy,0.95,0.95,0.1936491673103708,0.8073626619239592
humanevalfix,humanevalfix/python-117,python-117,0.983129166426407,0.9828694322770445,0.09516592356763327,0.9209226306617493,saturated,0.975,0.975,0.0968245836551854,0.8073626619239592
humanevalfix,humanevalfix/python-146,python-146,0.983129166426407,0.9828694322770446,0.19033184713526657,0.9209226306617493,easy,0.95,0.95,0.1936491673103708,0.8073626619239592
humanevalfix,humanevalfix/python-110,python-110,0.983129166426407,0.9828694322770445,0.09516592356763327,0.9209226306617493,saturated,0.975,0.975,0.0968245836551854,0.8073626619239592
humanevalfix,humanevalfix/python-30,python-30,0.983129166426407,0.9828694322770446,0.09516592356763329,0.9209226306617493,saturated,0.975,0.975,0.0968245836551854,0.8073626619239592
humanevalfix,humanevalfix/python-161,python-161,0.983129166426407,0.9828694322770446,0.09516592356763329,0.9209226306617493,saturated,0.975,0.975,0.0968245836551854,0.8073626619239592
humanevalfix,humanevalfix/python-103,python-103,0.983129166426407,0.9828694322770445,0.19033184713526655,0.9209226306617493,easy,0.95,0.95,0.1936491673103708,0.8073626619239592
humanevalfix,humanevalfix/python-17,python-17,0.983129166426407,0.9828694322770446,0.09516592356763329,0.9209226306617493,saturated,0.975,0.975,0.0968245836551854,0.8073626619239592
humanevalfix,humanevalfix/python-92,python-92,0.983129166426407,0.9828694322770446,0.09516592356763329,0.9209226306617493,saturated,0.975,0.975,0.0968245836551854,0.8073626619239592
humanevalfix,humanevalfix/python-97,python-97,0.983129166426407,0.9828694322770446,0.09516592356763329,0.9209226306617493,saturated,0.975,0.975,0.0968245836551854,0.8073626619239592
humanevalfix,humanevalfix/python-24,python-24,0.983129166426407,0.9828694322770446,0.19033184713526657,0.9209226306617493,easy,0.95,0.95,0.1936491673103708,0.8073626619239592
humanevalfix,humanevalfix/python-26,python-26,0.983129166426407,0.9828694322770446,0.09516592356763329,0.9209226306617493,saturated,0.975,0.975,0.0968245836551854,0.8073626619239592
humanevalfix,humanevalfix/python-1,python-1,0.9826988214822608,0.9824325211156142,0.19494540980805955,0.9205163434175909,easy,0.925,0.925,0.1984313483298443,0.9208773828470844
quixbugs,quixbugs/quixbugs-python-next_permutation,quixbugs-python-next_permutation,0.9825050166428946,0.9819178256456192,0.32934525096935857,0.7431490586224648,easy,0.85,0.85,0.3354101966249684,0.8948655356264901
quixbugs,quixbugs/quixbugs-python-sqrt,quixbugs-python-sqrt,0.9819343171517776,0.9813281549237889,0.21694139498640458,0.7426220925995162,easy,0.904166625,0.904166625,0.2210691641709317,0.8914603102909363
mmmlu,mmmlu/mmmlu-pt-br-00117,mmmlu-pt-br-00117,0.9804161424930145,0.9800673767169575,0.400922732458182,0.8356172348773125,medium,0.5875,0.5875,0.4090767042988393,0.0799520073454091
quixbugs,quixbugs/quixbugs-python-quicksort,quixbugs-python-quicksort,0.9780253550280621,0.9772895621004204,0.2831621955892575,0.7394563110918577,easy,0.885578409605817,0.8888888666666667,0.2897423717292925,0.9279084329022628
humanevalfix,humanevalfix/python-116,python-116,0.9768689118643904,0.9765139483568751,0.23888443374278462,0.9150123449518077,easy,0.9125,0.9125,0.2446298223847616,0.8357754567024724
ineqmath,ineqmath/12,12,0.9765951247050062,0.9760492132998477,0.2358697949082025,0.8756511063311346,easy,0.93125,0.93125,0.241657686614765,-0.0008832947569813
ineqmath,ineqmath/26,26,0.9765383740187217,0.9759911551851708,0.23730568617597134,0.8755996098863923,easy,0.9171875,0.9171875,0.2431432753414126,-0.0179053684952368
mmmlu,mmmlu/mmmlu-es-la-00042,mmmlu-es-la-00042,0.9763925131642227,0.9759729682306302,0.399247805328542,0.8321565322281607,medium,0.6124999999999999,0.6124999999999999,0.4090767042988393,0.0046561414371091
quixbugs,quixbugs/quixbugs-python-bitcount,quixbugs-python-bitcount,0.9761726043327592,0.9753755594154274,0.3214210269267033,0.7381007552149211,easy,0.8625,0.8625,0.3295356581616017,0.8832909052225416
ineqmath,ineqmath/30,30,0.9757368185365629,0.9751711417818598,0.14627567126727897,0.874872266125506,easy,0.95,0.95,0.15,0.0249913670364779
dacode,dacode/dacode-dm-csv-047,dacode-dm-csv-047,0.9755908218839213,0.9753286530924735,0.3143488198351158,0.6100731920285597,easy,0.8480615415208727,0.8428571428571429,0.3223004049336707,0.93023294197013
quixbugs,quixbugs/quixbugs-python-find_in_sorted,quixbugs-python-find_in_sorted,0.975526906027254,0.9747085429743735,0.33133719204612805,0.7375973592520537,easy,0.8629686335012373,0.8666666666666667,0.3399346342395189,0.8824835580539375
mmmlu,mmmlu/mmmlu-en-us-00033,mmmlu-en-us-00033,0.9753339403953117,0.97489582389648,0.38919594695342175,0.8312460592977947,medium,0.625,0.625,0.3992179855667828,0.0076574445662722
humanevalfix,humanevalfix/python-113,python-113,0.9753087278707159,0.974930128130898,0.23756108648625276,0.9135393803828195,easy,0.925,0.925,0.243669858620224,0.8730913346136393
mmmlu,mmmlu/mmmlu-id-id-00079,mmmlu-id-id-00079,0.9745189247991426,0.9740665237867715,0.4074812618186975,0.8305450686243797,medium,0.6,0.6,0.4183300132670378,0.0148918307882313
mmmlu,mmmlu/mmmlu-sw-ke-00136,mmmlu-sw-ke-00136,0.9742052772247778,0.9737473822802944,0.3968468600774033,0.8302753019777015,medium,0.5625,0.5625,0.4075460096725276,0.0865112816887088
humanevalfix,humanevalfix/python-10,python-10,0.9734847464855472,0.9730785630825806,0.23835459591929747,0.9118173655655035,easy,0.9,0.9,0.2449489742783178,0.8983220336907155
mmmlu,mmmlu/mmmlu-fr-fr-00057,mmmlu-fr-fr-00057,0.9730525834713964,0.9725745132431152,0.40375754748025316,0.8292838760783419,medium,0.6125,0.6125,0.4151430476353904,0.037857139200833
ineqmath,ineqmath/80,80,0.9727169234737445,0.9720818465934804,0.18824284015035508,0.8721319669430257,easy,0.95,0.95,0.1936491673103708,-0.0366468252883962
ineqmath,ineqmath/83,83,0.9727169234737445,0.9720818465934805,0.23530355018794388,0.8721319669430259,easy,0.9375,0.9375,0.2420614591379635,-0.0366468252883962
ineqmath,ineqmath/5,5,0.9727169234737445,0.9720818465934804,0.09412142007517754,0.8721319669430257,saturated,0.975,0.975,0.0968245836551854,-0.0366468252883962
ineqmath,ineqmath/74,74,0.9727169234737445,0.9720818465934804,0.18824284015035508,0.8721319669430257,easy,0.95,0.95,0.1936491673103708,-0.0366468252883962
ineqmath,ineqmath/10,10,0.9727169234737445,0.9720818465934805,0.23530355018794388,0.8721319669430261,easy,0.9375,0.9375,0.2420614591379635,-0.0366468252883962
ineqmath,ineqmath/13,13,0.9727169234737445,0.9720818465934804,0.09412142007517754,0.8721319669430257,saturated,0.975,0.975,0.0968245836551854,-0.0366468252883962
ineqmath,ineqmath/21,21,0.9727169234737445,0.9720818465934805,0.23530355018794388,0.8721319669430257,easy,0.9375,0.9375,0.2420614591379635,-0.0366468252883962
swebenchpro,swebenchpro/instance_element-hq__element-web-6961c256035bed0b7640a6e5907652c806968478-vnan,instance_element-hq__element-web-6961c256035bed0b7640a6e5907652c806968478-vnan,0.9725940428930426,0.971387842896863,0.3632295710418177,0.6875643986175425,easy,0.7152059246569918,0.6525640769230769,0.373928471205279,0.8775533190267626
quixbugs,quixbugs/quixbugs-python-max_sublist_sum,quixbugs-python-max_sublist_sum,0.9724709518544618,0.9715518955478168,0.31854459141119434,0.7355272637267463,easy,0.85,0.85,0.3278719262151,0.900964086764291
mmmlu,mmmlu/mmmlu-bn-bd-00013,mmmlu-bn-bd-00013,0.9723292920306371,0.9718385747515379,0.39996205161134685,0.8286617768737172,medium,0.575,0.575,0.4115519408288582,0.1751178841177507
ineqmath,ineqmath/88,88,0.9718288527189127,0.9711734094764521,0.23406273995520172,0.8713261178943575,easy,0.90625,0.90625,0.2410102435582355,-0.0003133059808293
mmmlu,mmmlu/mmmlu-ar-xy-00002,mmmlu-ar-xy-00002,0.9715000039411403,0.9709947980970955,0.4031017397201388,0.8279485105030565,medium,0.6125,0.6125,0.4151430476353904,-0.0066261510161285
mmmlu,mmmlu/mmmlu-ar-xy-00007,mmmlu-ar-xy-00007,0.9714104479908907,0.9709036782663115,0.40031384177927076,0.8286435781518514,medium,0.6000000000000001,0.6000000000000001,0.412310562561766,0.1807959973409698
mmmlu,mmmlu/mmmlu-it-it-00082,mmmlu-it-it-00082,0.9706820027769595,0.9701625179968685,0.42772505904961416,0.8281475296428028,medium,0.575,0.575,0.4408798022137099,0.0221888466801649
crustbench,crustbench/crustbench-coroutine,crustbench-coroutine,0.9703777671063651,0.9695817576731963,0.27840503054638277,0.7554941864044901,easy,0.8696910235291211,0.8571428571428571,0.2871393034605968,0.929422208475866
ineqmath,ineqmath/62,62,0.9701413078353288,0.9694472167334893,0.23505171134295924,0.8697948137368655,easy,0.8984375,0.8984375,0.2424595246505074,0.0230333251623351
ineqmath,ineqmath/43,43,0.9701306925619041,0.9694363585709483,0.18763274179701683,0.8697851812746499,easy,0.94375,0.94375,0.1935482820900253,-0.0396426277673963
sldbench,sldbench/domain_mixture_scaling_law,domain_mixture_scaling_law,0.969890596602046,0.9575356556095967,0.27189519358973885,0.7174417539344242,easy,0.815072375,0.815072375,0.2839530747464876,0.8859675774803522
swebench-verified,swebench-verified/django__django-13516,django__django-13516,0.9697689471861479,0.9688338294212696,0.33187862068701557,0.6774542045895989,easy,0.8125,0.8125,0.342554740151118,0.8772079392323056
ineqmath,ineqmath/89,89,0.9696928767109521,0.9689885274087124,0.23486730831933625,0.8693879004441959,easy,0.8999999999999999,0.8999999999999999,0.2423839928708164,0.0378060759327303
mmmlu,mmmlu/mmmlu-de-de-00023,mmmlu-de-de-00023,0.9691107732827237,0.9685638959369675,0.4020925675888797,0.8261811055171233,medium,0.6124999999999999,0.6124999999999999,0.4151430476353903,0.0662515471382584
ineqmath,ineqmath/77,77,0.9689548281795926,0.9682336061480408,0.23398109336440703,0.8687181838662871,easy,0.93125,0.93125,0.241657686614765,-0.0539109487447525
mmmlu,mmmlu/mmmlu-zh-cn-00129,mmmlu-zh-cn-00129,0.9687465360755858,0.9681933151808,0.39606533049832904,0.8255802671192802,medium,0.5874999999999999,0.5874999999999999,0.4090767042988393,0.0208471931951067
crustbench,crustbench/crustbench-matrix-multiplication,crustbench-matrix-multiplication,0.9685471449833725,0.9677027600361481,0.3031911203962452,0.7541976954724832,easy,0.8571910235291211,0.8428571428571429,0.3133101742780186,0.9098989573663494
mmmlu,mmmlu/mmmlu-de-de-00024,mmmlu-de-de-00024,0.9681756688564919,0.9676125106731994,0.43205280109091,0.8259804554301354,medium,0.575,0.575,0.4465142774872938,0.0397222857436532
simpleqa,simpleqa/simpleqa-1498,simpleqa-1498,0.9675633110116731,0.9670972830620016,0.26922848940111754,0.6962034708618696,easy,0.85,0.85,0.2783882181415011,0.5760688636175726
humanevalfix,humanevalfix/python-3,python-3,0.9674470767439779,0.9669499638094292,0.18996014443423018,0.9061172214513237,easy,0.9375,0.9375,0.1964529205687714,0.8839765006562538
humanevalfix,humanevalfix/python-19,python-19,0.9674470767439779,0.9669499638094291,0.18996014443423015,0.9061172214513237,easy,0.9375,0.9375,0.1964529205687714,0.8839765006562538
humanevalfix,humanevalfix/python-38,python-38,0.9674470767439779,0.9669499638094292,0.18996014443423018,0.9061172214513237,easy,0.9375,0.9375,0.1964529205687714,0.8839765006562538
mmmlu,mmmlu/mmmlu-ja-jp-00092,mmmlu-ja-jp-00092,0.9669752906257916,0.9663912566487074,0.39772019727381475,0.8246369662284322,medium,0.625,0.625,0.4115519408288582,0.0450085810653483
swebench-verified,swebench-verified/sphinx-doc__sphinx-8595,sphinx-doc__sphinx-8595,0.9666040167185967,0.9655727372590591,0.34730431285487584,0.6742375906061828,easy,0.7749999999999999,0.7749999999999999,0.3596873642484539,0.7824804498356774
mmmlu,mmmlu/mmmlu-fr-fr-00056,mmmlu-fr-fr-00056,0.9659585026093613,0.9653568064571383,0.37698388423830737,0.8231822940422262,medium,0.65,0.65,0.3905124837953327,0.0060458538992695
ineqmath,ineqmath/38,38,0.9659153561848381,0.9651247880783128,0.14056053523996756,0.8659601202749568,saturated,0.95625,0.95625,0.145639752471638,-0.0405013439077764
dacode,dacode/dacode-plot-scatter-014,dacode-plot-scatter-014,0.9649746473202445,0.9646005086132458,0.3086883107798655,0.6076180114609586,easy,0.8384753488565473,0.8250000000000001,0.3200167406335397,0.9069571251735548
simpleqa,simpleqa/simpleqa-264,simpleqa-264,0.9643980256582683,0.9638873616949254,0.2658892503289505,0.692060788712675,easy,0.8375,0.8375,0.2758509561339239,0.5682119578635718
ineqmath,ineqmath/40,40,0.9643771304256253,0.9635515533632313,0.18929251677678316,0.8645643105852961,easy,0.9375,0.9375,0.1964529205687714,0.0520126187881271
mmmlu,mmmlu/mmmlu-id-id-00072,mmmlu-id-id-00072,0.9642704833214811,0.9636395074535796,0.4226234942483786,0.8217304374361553,medium,0.5875,0.5875,0.4385701198212208,0.0851762701120917
ineqmath,ineqmath/8,8,0.9642371364457567,0.9634083760838401,0.18646603614216817,0.8644372778968727,easy,0.94375,0.94375,0.1935482820900252,0.06430700941291
dacode,dacode/dacode-dm-csv-012,dacode-dm-csv-012,0.9640944865952011,0.9637111206178829,0.2767193399114501,0.6079500412775418,easy,0.8621366934472372,0.8571428571428571,0.2871393034605968,0.8957264127715462
